,city,destination,city_geo,destination_geo,2017_miles,2017_fare,2017_fare_low,carrier_low_2017,2017_cpm,passengers_2017,2016_miles,2016_fare,2016_fare_low,carrier_low_2016,2016_cpm,passengers_2016,cpm_change,fare_change
811,"Indianapolis, IN","Miami, FL (Metropolitan Area)","['(39.76845', ' -86.156212)']","['(44.977479', ' -93.264346)']",1020,174.66,$88.60 ,G4,0.17123529411764707,790,1020,173.58,$82.16 ,G4,0.17017647058823532,752,0.006221914967162034,0.0062219149671620235
812,"Atlanta, GA (Metropolitan Area)","Harrisburg, PA","['(33.748547', ' -84.391502)']","['(40.259572', ' -76.881821)']",620,258.56,$257.53 ,DL,0.41703225806451616,194,620,223.02,$188.23 ,DL,0.35970967741935483,214,0.1593579051206171,0.15935790512061696
813,"Hartford, CT","West Palm Beach/Palm Beach, FL","['(41.765775', ' -72.673356)']","['(33.90976', ' -98.500854)']",1133,218.6,$186.76 ,WN,0.19293909973521622,291,1133,211.82,$195.71 ,WN,0.186954986760812,311,0.03200830894155416,0.03200830894155415
814,"Austin, TX","Kansas City, MO","['(30.264979', ' -97.746598)']","['(39.099792', ' -94.578559)']",650,189.78,$184.58 ,WN,0.29196923076923076,298,650,261.57,$248.60 ,WN,0.4024153846153846,195,-0.27445808005505223,-0.2744580800550522
815,"Portland, OR","Reno, NV","['(45.516018', ' -122.681425)']","['(30.177159', ' -95.162771)']",444,159.87,$156.16 ,AS,0.3600675675675676,285,444,158.66,$156.69 ,AS,0.35734234234234236,254,0.007626370855918316,0.007626370855918366
816,"Las Vegas, NV","Spokane, WA","['(36.169202', ' -115.140597)']","['(47.658999', ' -117.425022)']",806,173.8,$169.02 ,WN,0.2156327543424318,335,806,186.23,$171.82 ,WN,0.2310545905707196,291,-0.06674542232722959,-0.06674542232722966
817,"Cleveland, OH (Metropolitan Area)","San Diego, CA","['(41.505546', ' -81.6915)']","['(32.71576', ' -117.163817)']",2045,244.11,$112.78 ,F9,0.11936919315403424,284,2045,293.92,$264.70 ,F9,0.14372616136919317,225,-0.1694678824169842,-0.1694678824169842
818,"Cleveland, OH (Metropolitan Area)","Philadelphia, PA","['(41.505546', ' -81.6915)']","['(39.951061', ' -75.16562)']",363,324.54,$204.84 ,WN,0.8940495867768595,290,363,256.85,$68.32 ,WN,0.7075757575757576,366,0.2635390305625851,0.26353903056258515
819,"Portland, OR","Spokane, WA","['(45.516018', ' -122.681425)']","['(47.658999', ' -117.425022)']",279,143.19,$142.60 ,AS,0.5132258064516129,462,279,139.01,$137.67 ,AS,0.4982437275985663,457,0.030069779152578937,0.030069779152579003
820,"San Diego, CA","San Francisco, CA (Metropolitan Area)","['(32.71576', ' -117.163817)']","['(37.78008', ' -122.420168)']",447,150.49,$149.37 ,WN,0.33666666666666667,6896,447,158.85,$152.15 ,WN,0.3553691275167785,6505,-0.052628265659427104,-0.05262826565942704
821,"Pittsburgh, PA","San Francisco, CA (Metropolitan Area)","['(40.442169', ' -79.994945)']","['(37.78008', ' -122.420168)']",2254,341.45,$295.80 ,WN,0.15148624667258206,560,2254,341.18,$289.76 ,WN,0.1513664596273292,561,0.0007913711237468856,0.0007913711237469424
822,"Dallas/Fort Worth, TX","San Francisco, CA (Metropolitan Area)","['(40.11086', ' -77.035636)']","['(37.78008', ' -122.420168)']",1476,199.52,$179.45 ,VX,0.13517615176151762,3523,1476,197.39,$171.74 ,VX,0.1337330623306233,3498,0.010790820203657882,0.010790820203657856
823,"Grand Rapids, MI","Minneapolis/St. Paul, MN","['(47.925705', ' -97.036068)']","['(44.977479', ' -93.264346)']",408,256.87,$196.16 ,WN,0.6295833333333334,227,408,310.82,$235.16 ,WN,0.7618137254901961,185,-0.1735731291422688,-0.1735731291422688
824,"Omaha, NE","Portland, OR","['(46.07035', ' -93.666319)']","['(45.516018', ' -122.681425)']",1369,204.8,$192.14 ,AS,0.1495982468955442,205,1369,219.57,$209.49 ,AS,0.16038714390065742,187,-0.06726784169057695,-0.06726784169057695
825,"Louisville, KY","Miami, FL (Metropolitan Area)","['(38.256078', ' -85.751569)']","['(44.977479', ' -93.264346)']",910,245.39,$93.24 ,G4,0.26965934065934066,237,910,245.11,$217.46 ,G4,0.2693516483516484,250,0.001142344253600346,0.0011423442536003128
826,"Dallas/Fort Worth, TX","Norfolk, VA (Metropolitan Area)","['(40.11086', ' -77.035636)']","['(36.846164', ' -76.285913)']",1212,282.07,$278.74 ,DL,0.23273102310231022,317,1212,282.27,$226.71 ,DL,0.23289603960396038,286,-0.0007085414673893399,-0.0007085414673893387
827,"Milwaukee, WI","Tampa, FL (Metropolitan Area)","['(43.041072', ' -87.909421)']","['(37.8606', ' -78.804199)']",1075,204.88,$197.24 ,WN,0.19058604651162792,452,1075,185.85,$181.75 ,WN,0.17288372093023255,452,0.10239440408931945,0.10239440408931935
828,"Chicago, IL","Knoxville, TN","['(41.775002', ' -87.696388)']","['(35.962631', ' -83.916677)']",475,260.41,$248.13 ,AA,0.5482315789473685,188,475,266.1,$260.30 ,AA,0.5602105263157895,212,-0.021382938744832637,-0.02138293874483276
829,"St. Louis, MO","Tampa, FL (Metropolitan Area)","['(38.630276', ' -90.200309)']","['(37.8606', ' -78.804199)']",869,220.94,$216.29 ,WN,0.2542462600690449,456,869,211.24,$189.46 ,WN,0.24308400460299195,476,0.045919333459572026,0.045919333459572
830,"Phoenix, AZ","Washington, DC (Metropolitan Area)","['(30.406931', ' -87.217578)']","['(38.892062', ' -77.019912)']",1999,294.93,$275.11 ,WN,0.14753876938469235,1903,1999,299.72,$275.83 ,WN,0.14993496748374188,1746,-0.015981582810623313,-0.015981582810623316
831,"Chicago, IL","San Antonio, TX","['(41.775002', ' -87.696388)']","['(29.425173', ' -98.494599)']",1041,200.61,$201.21 ,WN,0.19270893371757927,941,1041,227.98,$208.47 ,WN,0.21900096061479346,861,-0.12005439073602935,-0.12005439073602937
832,"Charlotte, NC","New York City, NY (Metropolitan Area)","['(35.222936', ' -80.840161)']","['(40.123164', ' -75.333718)']",575,157.26,$148.00 ,DL,0.27349565217391303,4587,575,142.08,$134.75 ,DL,0.24709565217391308,4478,0.106841216216216,0.10684121621621606
833,"Raleigh/Durham, NC","St. Louis, MO","['(42.673348', ' -72.179683)']","['(38.630276', ' -90.200309)']",667,256.16,$238.11 ,DL,0.38404797601199403,274,667,225.64,$219.80 ,DL,0.33829085457271363,287,0.13525970572593524,0.1352597057259353
834,"Houston, TX","St. Louis, MO","['(29.760803', ' -95.369506)']","['(38.630276', ' -90.200309)']",687,243.8,$236.42 ,WN,0.3548762736535662,609,687,235.29,$226.69 ,WN,0.3424890829694323,669,0.03616813294232647,0.03616813294232658
835,"Little Rock, AR","Los Angeles, CA (Metropolitan Area)","['(34.748745', ' -92.275105)']","['(34.052238', ' -118.243344)']",1494,265.1,$110.90 ,G4,0.17744310575635877,240,1494,278.65,$105.27 ,G4,0.1865127175368139,232,-0.04862731024582794,-0.04862731024582794
836,"El Paso, TX","Phoenix, AZ","['(31.76006', ' -106.492257)']","['(30.406931', ' -87.217578)']",347,177.03,$173.11 ,WN,0.5101729106628242,275,347,173.66,$165.03 ,WN,0.5004610951008646,316,0.019405735344926876,0.019405735344926896
837,"New York City, NY (Metropolitan Area)","West Palm Beach/Palm Beach, FL","['(40.123164', ' -75.333718)']","['(33.90976', ' -98.500854)']",1077,190.16,$179.09 ,UA,0.17656453110492107,5169,1077,182.23,$175.47 ,UA,0.16920148560817083,5365,0.04351643527410418,0.0435164352741042
838,"Albuquerque, NM","San Francisco, CA (Metropolitan Area)","['(35.084248', ' -106.649241)']","['(37.78008', ' -122.420168)']",896,228.66,$223.41 ,WN,0.25520089285714287,630,896,229.38,$221.71 ,WN,0.2560044642857143,648,-0.0031388961548521124,-0.0031388961548522052
839,"Salt Lake City, UT","San Francisco, CA (Metropolitan Area)","['(40.758478', ' -111.888142)']","['(37.78008', ' -122.420168)']",599,142.18,$128.55 ,WN,0.23736227045075126,2194,599,165.15,$122.76 ,WN,0.2757095158597663,2051,-0.13908567968513472,-0.13908567968513472
840,"El Paso, TX","Washington, DC (Metropolitan Area)","['(31.76006', ' -106.492257)']","['(38.892062', ' -77.019912)']",1741,323.73,$275.17 ,WN,0.18594485927627802,253,1741,296.31,$268.49 ,WN,0.17019529006318207,292,0.0925382201073202,0.09253822010732009
841,"Chicago, IL","Oklahoma City, OK","['(41.775002', ' -87.696388)']","['(35.468494', ' -97.521264)']",693,189.32,$171.40 ,WN,0.2731890331890332,398,693,226.81,$207.14 ,WN,0.3272871572871573,316,-0.16529253560248663,-0.1652925356024867
842,"El Paso, TX","Los Angeles, CA (Metropolitan Area)","['(31.76006', ' -106.492257)']","['(34.052238', ' -118.243344)']",715,170.92,$156.24 ,WN,0.23904895104895102,597,715,180.49,$168.66 ,WN,0.25243356643356646,550,-0.05302232810682053,-0.05302232810682044
843,"Houston, TX","Sacramento, CA","['(29.760803', ' -95.369506)']","['(38.582087', ' -121.50012)']",1624,321.98,$279.19 ,WN,0.19826354679802957,308,1624,332.03,$293.29 ,WN,0.20445197044334973,287,-0.030268349245549907,-0.030268349245549966
844,"Denver, CO","Des Moines, IA","['(39.738453', ' -104.984853)']","['(41.588822', ' -93.620309)']",589,162.89,$91.22 ,F9,0.276553480475382,302,589,198.47,$108.88 ,F9,0.3369609507640068,261,-0.17927142641205226,-0.17927142641205226
845,"Orlando, FL","San Diego, CA","['(28.538331', ' -81.378879)']","['(32.71576', ' -117.163817)']",2149,192.01,$95.02 ,F9,0.08934853420195439,810,2149,256.78,$228.08 ,F9,0.1194881340158213,572,-0.2522392709712594,-0.2522392709712594
846,"Denver, CO","Tulsa, OK","['(39.738453', ' -104.984853)']","['(61.096484', ' -160.967455)']",541,188.94,$182.96 ,UA,0.34924214417744914,360,541,175.03,$160.09 ,UA,0.32353049907578557,394,0.0794720904987716,0.07947209049877162
847,"Portland, OR","Washington, DC (Metropolitan Area)","['(45.516018', ' -122.681425)']","['(38.892062', ' -77.019912)']",2358,304.95,$267.03 ,WN,0.12932569974554706,1004,2358,296.12,$259.06 ,WN,0.12558100084817642,1015,0.02981899230041865,0.029818992300418696
848,"Boise, ID","Denver, CO","['(43.597772', ' -83.884521)']","['(39.738453', ' -104.984853)']",649,194.34,$181.02 ,WN,0.2994453004622496,356,649,215.82,$188.71 ,WN,0.3325423728813559,316,-0.09952738393105365,-0.0995273839310536
849,"Charlotte, NC","Milwaukee, WI","['(35.222936', ' -80.840161)']","['(43.041072', ' -87.909421)']",651,257.87,$228.01 ,DL,0.3961136712749616,242,651,248.91,$195.67 ,DL,0.38235023041474653,236,0.035996946687557825,0.03599694668755778
850,"Minneapolis/St. Paul, MN","San Diego, CA","['(44.977479', ' -93.264346)']","['(32.71576', ' -117.163817)']",1532,265.27,$206.73 ,SY,0.1731527415143603,731,1532,247.8,$199.21 ,SY,0.16174934725848564,693,0.07050040355125096,0.07050040355125088
851,"Nashville, TN","Pittsburgh, PA","['(36.166687', ' -86.779932)']","['(40.442169', ' -79.994945)']",462,220.15,$193.38 ,WN,0.4765151515151515,268,462,170.02,$151.66 ,WN,0.368008658008658,265,0.2948476649805905,0.29484766498059045
852,"Boston, MA (Metropolitan Area)","Salt Lake City, UT","['(42.358894', ' -71.056742)']","['(40.758478', ' -111.888142)']",2105,260.28,$189.94 ,B6,0.12364845605700711,784,2105,270.49,$184.81 ,B6,0.12849881235154395,648,-0.037746312248142434,-0.03774631224814239
853,"Harlingen/San Benito, TX","Houston, TX","['(40.8078', ' -73.945801)']","['(29.760803', ' -95.369506)']",295,189.88,$187.60 ,WN,0.6436610169491526,231,295,177.33,$175.30 ,WN,0.6011186440677967,271,0.07077200699261253,0.07077200699261255
854,"Dallas/Fort Worth, TX","Tampa, FL (Metropolitan Area)","['(40.11086', ' -77.035636)']","['(37.8606', ' -78.804199)']",929,204.66,$190.32 ,WN,0.22030139935414425,1217,929,175.78,$155.60 ,WN,0.18921420882669537,1221,0.1642962794402094,0.16429627944020933
855,"Orlando, FL","Salt Lake City, UT","['(28.538331', ' -81.378879)']","['(40.758478', ' -111.888142)']",1931,220.83,$172.70 ,B6,0.114360435007768,853,1931,199.03,$166.37 ,B6,0.10307094769549456,847,0.10953122644827423,0.10953122644827419
856,"Los Angeles, CA (Metropolitan Area)","Milwaukee, WI","['(34.052238', ' -118.243344)']","['(43.041072', ' -87.909421)']",1756,253.82,$242.16 ,WN,0.14454441913439636,596,1756,241.91,$230.77 ,WN,0.1377619589977221,635,0.0492331858955811,0.04923318589558099
857,"Minneapolis/St. Paul, MN","Orlando, FL","['(44.977479', ' -93.264346)']","['(28.538331', ' -81.378879)']",1310,169.84,$153.08 ,SY,0.12964885496183207,1679,1310,173.51,$149.50 ,SY,0.1324503816793893,1531,-0.021151518644458404,-0.021151518644458463
858,"Buffalo, NY","Dallas/Fort Worth, TX","['(39.945422', ' -78.64671)']","['(40.11086', ' -77.035636)']",1212,231.55,$195.81 ,UA,0.19104785478547856,239,1212,207.54,$185.94 ,UA,0.17123762376237622,261,0.1156885419678136,0.11568854196781353
859,"Charleston, SC","Washington, DC (Metropolitan Area)","['(32.77647', ' -79.931027)']","['(38.892062', ' -77.019912)']",472,166.82,$129.24 ,B6,0.3534322033898305,1157,472,159.37,$120.27 ,B6,0.33764830508474575,1100,0.04674656459810506,0.046746564598104966
860,"Cincinnati, OH","Houston, TX","['(39.104427', ' -84.513808)']","['(29.760803', ' -95.369506)']",886,195.39,$83.00 ,F9,0.22053047404063203,388,886,231.18,$87.00 ,F9,0.2609255079006772,348,-0.1548144303140411,-0.1548144303140411
861,"Greenville/Spartanburg, SC","New York City, NY (Metropolitan Area)","['(44.513288', ' -88.013256)']","['(40.123164', ' -75.333718)']",643,235.45,$226.82 ,DL,0.3661741835147745,263,643,224.97,$209.82 ,DL,0.3498755832037325,361,0.04658398897630788,0.04658398897630791
862,"Kansas City, MO","Philadelphia, PA","['(39.099792', ' -94.578559)']","['(39.951061', ' -75.16562)']",1038,239.8,$243.72 ,WN,0.23102119460500964,488,1038,245.64,$181.80 ,WN,0.23664739884393063,439,-0.023774629539162952,-0.023774629539162904
863,"Washington, DC (Metropolitan Area)","West Palm Beach/Palm Beach, FL","['(38.892062', ' -77.019912)']","['(33.90976', ' -98.500854)']",883,185.21,$171.85 ,B6,0.20975084937712346,982,883,160.2,$132.93 ,B6,0.1814269535673839,982,0.15611735330836482,0.15611735330836468
864,"Dallas/Fort Worth, TX","Mission/McAllen/Edinburg, TX","['(40.11086', ' -77.035636)']","['(43.153621', ' -93.201042)']",469,240.64,$230.10 ,UA,0.513091684434968,192,469,215.64,$215.46 ,UA,0.4597867803837953,217,0.1159339640140976,0.11593396401409757
865,"Atlanta, GA (Metropolitan Area)","Hartford, CT","['(33.748547', ' -84.391502)']","['(41.765775', ' -72.673356)']",859,223.9,$190.59 ,WN,0.26065192083818395,709,859,230.19,$180.01 ,WN,0.2679743888242142,701,-0.02732525305182671,-0.027325253051826717
866,"Chicago, IL","New Orleans, LA","['(41.775002', ' -87.696388)']","['(29.950621', ' -90.074948)']",837,165.09,$162.07 ,AA,0.19724014336917564,1563,837,174.7,$97.63 ,AA,0.2087216248506571,1345,-0.05500858614768161,-0.05500858614768166
867,"Omaha, NE","Seattle, WA","['(46.07035', ' -93.666319)']","['(47.603229', ' -122.33028)']",1368,209.11,$201.73 ,WN,0.15285818713450294,283,1368,231.78,$214.51 ,WN,0.1694298245614035,240,-0.09780826645957365,-0.09780826645957368
868,"Grand Rapids, MI","Phoenix, AZ","['(47.925705', ' -97.036068)']","['(30.406931', ' -87.217578)']",1574,216.8,$132.14 ,G4,0.13773824650571792,227,1574,205.75,$133.47 ,G4,0.13071791613723,244,0.05370595382746048,0.053705953827460566
869,"Los Angeles, CA (Metropolitan Area)","Nashville, TN","['(34.052238', ' -118.243344)']","['(36.166687', ' -86.779932)']",1797,293.22,$276.14 ,WN,0.16317195325542572,1452,1797,248.25,$243.47 ,WN,0.13814691151919867,1445,0.18114803625377646,0.18114803625377654
870,"Atlanta, GA (Metropolitan Area)","Cincinnati, OH","['(33.748547', ' -84.391502)']","['(39.104427', ' -84.513808)']",373,270.89,$79.35 ,F9,0.7262466487935656,408,373,290.24,$78.69 ,F9,0.7781233243967829,405,-0.0666689636163177,-0.0666689636163176
871,"Orlando, FL","Washington, DC (Metropolitan Area)","['(28.538331', ' -81.378879)']","['(38.892062', ' -77.019912)']",787,143.5,$139.61 ,WN,0.1823379923761118,5620,787,135.75,$125.24 ,WN,0.17249047013977128,5079,0.057090239410681365,0.0570902394106814
872,"Austin, TX","Houston, TX","['(30.264979', ' -97.746598)']","['(29.760803', ' -95.369506)']",148,202.82,$202.45 ,WN,1.3704054054054053,231,148,203.46,$187.17 ,WN,1.3747297297297298,230,-0.0031455814410696267,-0.0031455814410695703
873,"Kansas City, MO","San Antonio, TX","['(39.099792', ' -94.578559)']","['(29.425173', ' -98.494599)']",706,184.43,$175.49 ,WN,0.26123229461756375,287,706,252.65,$227.75 ,WN,0.35786118980169973,200,-0.27001781120126656,-0.27001781120126656
874,"Houston, TX","San Antonio, TX","['(29.760803', ' -95.369506)']","['(29.425173', ' -98.494599)']",192,197.55,$186.43 ,WN,1.0289062500000001,287,192,195.43,$181.98 ,WN,1.0178645833333333,303,0.010847873919050469,0.010847873919050323
875,"Charleston, SC","Philadelphia, PA","['(32.77647', ' -79.931027)']","['(39.951061', ' -75.16562)']",550,300.28,$236.79 ,UA,0.5459636363636363,239,550,281.51,$267.67 ,UA,0.5118363636363636,222,0.06667613939114053,0.06667613939114057
876,"San Antonio, TX","St. Louis, MO","['(29.425173', ' -98.494599)']","['(38.630276', ' -90.200309)']",786,225.88,$222.74 ,WN,0.2873791348600509,311,786,225.52,$226.59 ,WN,0.2869211195928753,313,0.0015963107484924456,0.0015963107484923075
877,"Boston, MA (Metropolitan Area)","Kansas City, MO","['(42.358894', ' -71.056742)']","['(39.099792', ' -94.578559)']",1256,236.9,$227.11 ,WN,0.18861464968152866,620,1256,267.89,$261.32 ,WN,0.21328821656050953,540,-0.11568180969801029,-0.11568180969801031
878,"Chicago, IL","West Palm Beach/Palm Beach, FL","['(41.775002', ' -87.696388)']","['(33.90976', ' -98.500854)']",1144,221.78,$215.59 ,DL,0.19386363636363638,420,1144,212.71,$210.99 ,DL,0.18593531468531468,428,0.04264021437638107,0.04264021437638096
879,"Detroit, MI","Minneapolis/St. Paul, MN","['(42.332916', ' -83.047853)']","['(44.977479', ' -93.264346)']",528,266.31,$88.27 ,NK,0.504375,667,528,274.07,$82.50 ,NK,0.5190719696969697,646,-0.028313934396322023,-0.028313934396322075
880,"Burlington, VT","New York City, NY (Metropolitan Area)","['(44.475949', ' -73.212481)']","['(40.123164', ' -75.333718)']",266,160.9,$150.96 ,B6,0.6048872180451128,310,266,142.72,$133.76 ,B6,0.5365413533834587,359,0.12738228699551574,0.12738228699551574
881,"New Orleans, LA","Phoenix, AZ","['(29.950621', ' -90.074948)']","['(30.406931', ' -87.217578)']",1300,272.19,$246.84 ,UA,0.20937692307692307,349,1300,253.22,$254.43 ,UA,0.1947846153846154,337,0.07491509359450275,0.0749150935945028
882,"Indianapolis, IN","Washington, DC (Metropolitan Area)","['(39.76845', ' -86.156212)']","['(38.892062', ' -77.019912)']",516,166.07,$155.43 ,WN,0.32184108527131783,1327,516,167.73,$149.38 ,WN,0.3250581395348837,1290,-0.009896858045668625,-0.009896858045668614
883,"San Diego, CA","Tampa, FL (Metropolitan Area)","['(32.71576', ' -117.163817)']","['(37.8606', ' -78.804199)']",2087,274.78,$138.28 ,NK,0.13166267369429802,276,2087,291.03,$149.94 ,NK,0.13944896981312888,271,-0.05583616809263652,-0.0558361680926365
884,"Detroit, MI","Milwaukee, WI","['(42.332916', ' -83.047853)']","['(43.041072', ' -87.909421)']",237,305.29,$247.76 ,AA,1.2881434599156119,183,237,295.75,$186.69 ,AA,1.2478902953586497,178,0.032256973795435434,0.032256973795435406
885,"Albany, NY","Los Angeles, CA (Metropolitan Area)","['(42.651242', ' -73.755418)']","['(34.052238', ' -118.243344)']",2468,323.6,$292.66 ,WN,0.13111831442463534,222,2468,313.64,$286.47 ,WN,0.12708265802269042,226,0.03175615355184309,0.031756153551843
886,"Boston, MA (Metropolitan Area)","Orlando, FL","['(42.358894', ' -71.056742)']","['(28.538331', ' -81.378879)']",1142,187.27,$182.61 ,WN,0.16398423817863397,4660,1142,188.35,$169.19 ,WN,0.16492994746059544,4631,-0.005734005840191133,-0.005734005840191049
887,"Orlando, FL","Trenton, NJ","['(28.538331', ' -81.378879)']","['(40.220572', ' -74.759709)']",896,110.93,$110.94 ,F9,0.12380580357142858,225,896,95.37,$95.36 ,F9,0.10643973214285715,219,0.16315403166614234,0.1631540316661424
888,"Miami, FL (Metropolitan Area)","Portland, OR","['(44.977479', ' -93.264346)']","['(45.516018', ' -122.681425)']",2700,298.23,$258.32 ,WN,0.11045555555555556,262,2700,308.52,$280.88 ,WN,0.11426666666666666,260,-0.03335278101905863,-0.033352781019058614
