,city,destination,city_geo,destination_geo,2017_miles,2017_fare,2017_fare_low,carrier_low_2017,2017_cpm,passengers_2017,2016_miles,2016_fare,2016_fare_low,carrier_low_2016,2016_cpm,passengers_2016,cpm_change,fare_change
708,"Austin, TX","Chicago, IL","['(30.264979', ' -97.746598)']","['(41.775002', ' -87.696388)']",977,201.94,$205.39 ,AA,0.20669396110542476,1541,977,216.37,$215.50 ,AA,0.22146366427840328,1430,-0.06669131580163613,-0.06669131580163612
709,"Indianapolis, IN","Philadelphia, PA","['(39.76845', ' -86.156212)']","['(39.951061', ' -75.16562)']",588,310.09,$228.13 ,WN,0.5273639455782313,347,588,255.67,$191.73 ,WN,0.43481292517006803,429,0.21285250518246177,0.21285250518246174
710,"Boston, MA (Metropolitan Area)","Miami, FL (Metropolitan Area)","['(42.358894', ' -71.056742)']","['(44.977479', ' -93.264346)']",1283,199.91,$107.93 ,NK,0.1558144972720187,3618,1283,175.93,$179.09 ,NK,0.13712392829306314,3866,0.13630421190246123,0.13630421190246114
711,"Orlando, FL","Rochester, NY","['(28.538331', ' -81.378879)']","['(43.155708', ' -77.612547)']",1033,195.61,$186.60 ,WN,0.18936108422071637,365,1033,161.93,$153.95 ,WN,0.15675701839303002,360,0.20799110726857284,0.20799110726857287
712,"Syracuse, NY","Tampa, FL (Metropolitan Area)","['(43.047945', ' -76.147448)']","['(37.8606', ' -78.804199)']",1111,186.07,$127.08 ,G4,0.16747974797479748,203,1111,168.25,$110.04 ,G4,0.15144014401440145,207,0.10591381872213958,0.10591381872213963
713,"Dallas/Fort Worth, TX","Miami, FL (Metropolitan Area)","['(40.11086', ' -77.035636)']","['(44.977479', ' -93.264346)']",1121,209.17,$102.46 ,NK,0.18659232827832292,2205,1121,158.7,$147.60 ,NK,0.1415700267618198,2488,0.3180214240705735,0.31802142407057343
714,"Portland, OR","Salt Lake City, UT","['(45.516018', ' -122.681425)']","['(40.758478', ' -111.888142)']",630,164.9,$151.34 ,AS,0.2617460317460318,786,630,162.22,$145.63 ,AS,0.2574920634920635,780,0.016520774257181736,0.016520774257181646
715,"Chicago, IL","Reno, NV","['(41.775002', ' -87.696388)']","['(30.177159', ' -95.162771)']",1680,256.35,$241.09 ,AA,0.15258928571428573,242,1680,251.76,$237.37 ,AA,0.14985714285714286,266,0.018231649189704616,0.01823164918970461
716,"Dallas/Fort Worth, TX","Greenville/Spartanburg, SC","['(40.11086', ' -77.035636)']","['(44.513288', ' -88.013256)']",862,267.97,$225.29 ,WN,0.31087006960556846,199,862,260.27,$206.20 ,WN,0.3019373549883991,212,0.029584662081684424,0.02958466208168458
717,"Buffalo, NY","Orlando, FL","['(39.945422', ' -78.64671)']","['(28.538331', ' -81.378879)']",1011,159.32,$153.86 ,WN,0.15758654797230465,1151,1011,143.57,$139.01 ,WN,0.14200791295746784,1109,0.10970258410531457,0.10970258410531449
718,"Fort Myers, FL","St. Louis, MO","['(40.253979', ' -103.801495)']","['(38.630276', ' -90.200309)']",979,203.45,$85.83 ,F9,0.2078140960163432,331,979,233.94,$237.79 ,F9,0.23895812053115423,251,-0.1303325639052748,-0.1303325639052749
719,"San Diego, CA","Spokane, WA","['(32.71576', ' -117.163817)']","['(47.658999', ' -117.425022)']",1027,184.44,$172.55 ,WN,0.17959104186952288,244,1027,181.92,$179.43 ,WN,0.17713729308666015,228,0.013852242744063426,0.013852242744063381
720,"Las Vegas, NV","Tampa, FL (Metropolitan Area)","['(36.169202', ' -115.140597)']","['(37.8606', ' -78.804199)']",1984,201.63,$116.54 ,F9,0.10162802419354838,852,1984,267.76,$259.80 ,F9,0.13495967741935483,582,-0.2469749028981177,-0.24697490289811772
721,"Denver, CO","Portland, OR","['(39.738453', ' -104.984853)']","['(45.516018', ' -122.681425)']",991,164.22,$94.81 ,F9,0.1657114026236125,1484,991,164.33,$104.27 ,F9,0.1658224016145308,1401,-0.0006693847745392092,-0.0006693847745391203
722,"Atlanta, GA (Metropolitan Area)","Tampa, FL (Metropolitan Area)","['(33.748547', ' -84.391502)']","['(37.8606', ' -78.804199)']",406,151.71,$127.89 ,WN,0.3736699507389163,1740,406,133.83,$109.70 ,WN,0.3296305418719212,1724,0.1336023313158485,0.13360233131584842
723,"Cincinnati, OH","Minneapolis/St. Paul, MN","['(39.104427', ' -84.513808)']","['(44.977479', ' -93.264346)']",596,279.14,$77.73 ,F9,0.46835570469798654,305,596,360.78,$235.34 ,F9,0.6053355704697986,259,-0.2262874882199678,-0.22628748821996783
724,"Las Vegas, NV","San Antonio, TX","['(36.169202', ' -115.140597)']","['(29.425173', ' -98.494599)']",1069,181.94,$92.81 ,G4,0.17019644527595884,865,1069,181.14,$81.10 ,G4,0.16944808231992514,832,0.004416473445953541,0.004416473445953469
725,"Nashville, TN","New Orleans, LA","['(36.166687', ' -86.779932)']","['(29.950621', ' -90.074948)']",471,212.0,$209.27 ,WN,0.45010615711252655,377,471,199.03,$195.96 ,WN,0.42256900212314225,379,0.06516605536853745,0.0651660553685374
726,"Cincinnati, OH","New York City, NY (Metropolitan Area)","['(39.104427', ' -84.513808)']","['(40.123164', ' -75.333718)']",626,227.23,$215.73 ,AA,0.3629872204472843,1191,626,259.81,$219.62 ,AA,0.4150319488817891,1109,-0.1253993302798199,-0.12539933027981992
727,"Denver, CO","Houston, TX","['(39.738453', ' -104.984853)']","['(29.760803', ' -95.369506)']",883,197.62,$94.46 ,F9,0.2238052095130238,2126,883,209.61,$102.91 ,F9,0.23738391845979617,1992,-0.057201469395544144,-0.057201469395544144
728,"Buffalo, NY","Los Angeles, CA (Metropolitan Area)","['(39.945422', ' -78.64671)']","['(34.052238', ' -118.243344)']",2218,240.73,$205.97 ,B6,0.10853471596032462,516,2217,260.87,$221.93 ,B6,0.1176680198466396,408,-0.07761925371242508,-0.07720320466132562
729,"Phoenix, AZ","Wichita, KS","['(30.406931', ' -87.217578)']","['(39.960481', ' -75.605214)']",870,159.91,$80.71 ,G4,0.18380459770114943,208,870,147.87,$76.25 ,G4,0.16996551724137932,223,0.08142287144113072,0.08142287144113067
730,"Albany, NY","Chicago, IL","['(42.651242', ' -73.755418)']","['(41.775002', ' -87.696388)']",723,257.79,$253.97 ,UA,0.3565560165975104,343,723,249.76,$239.68 ,UA,0.3454495159059474,341,0.03215086483023721,0.032150864830237144
731,"Boise, ID","Las Vegas, NV","['(43.597772', ' -83.884521)']","['(36.169202', ' -115.140597)']",519,151.83,$81.90 ,G4,0.2925433526011561,303,519,145.99,$75.80 ,G4,0.28129094412331407,293,0.04000273991369283,0.04000273991369274
732,"Fort Myers, FL","New York City, NY (Metropolitan Area)","['(40.253979', ' -103.801495)']","['(40.123164', ' -75.333718)']",1120,205.78,$195.96 ,UA,0.18373214285714287,2460,1120,183.32,$178.98 ,UA,0.16367857142857142,2523,0.12251800130918625,0.12251800130918616
733,"Los Angeles, CA (Metropolitan Area)","Norfolk, VA (Metropolitan Area)","['(34.052238', ' -118.243344)']","['(36.846164', ' -76.285913)']",2371,339.58,$295.15 ,WN,0.14322226908477434,347,2371,335.32,$291.00 ,WN,0.1414255588359342,338,0.012704282476440402,0.012704282476440388
734,"San Antonio, TX","Tampa, FL (Metropolitan Area)","['(29.425173', ' -98.494599)']","['(37.8606', ' -78.804199)']",972,261.76,$254.95 ,WN,0.26930041152263373,243,972,236.5,$224.59 ,WN,0.24331275720164608,258,0.1068076109936575,0.10680761099365747
735,"Atlanta, GA (Metropolitan Area)","Greensboro/High Point, NC","['(33.748547', ' -84.391502)']","['(36.072701', ' -79.793899)']",306,188.78,$187.66 ,DL,0.6169281045751634,253,306,207.09,$206.75 ,DL,0.6767647058823529,209,-0.08841566468685104,-0.08841566468685114
736,"Albany, NY","San Francisco, CA (Metropolitan Area)","['(42.651242', ' -73.755418)']","['(37.78008', ' -122.420168)']",2559,334.89,$307.90 ,WN,0.1308675263774912,206,2559,333.82,$295.55 ,WN,0.13044939429464633,210,0.0032053202324605796,0.003205320232460587
737,"Atlanta, GA (Metropolitan Area)","Charlotte, NC","['(33.748547', ' -84.391502)']","['(35.222936', ' -80.840161)']",226,230.75,$226.07 ,AA,1.0210176991150441,396,226,243.5,$229.49 ,AA,1.0774336283185841,339,-0.052361396303901596,-0.052361396303901436
738,"Cincinnati, OH","Sanford, FL","['(39.104427', ' -84.513808)']","['(37.78008', ' -122.420168)']",735,82.27,$82.27 ,G4,0.11193197278911564,271,735,78.81,$78.81 ,G4,0.10722448979591837,236,0.043903057987564977,0.04390305798756495
739,"Austin, TX","Portland, OR","['(30.264979', ' -97.746598)']","['(45.516018', ' -122.681425)']",1715,211.11,$167.56 ,UA,0.12309620991253645,465,1715,238.18,$235.29 ,UA,0.1388804664723032,395,-0.11365353933999492,-0.11365353933999493
740,"Tampa, FL (Metropolitan Area)","Washington, DC (Metropolitan Area)","['(37.8606', ' -78.804199)']","['(38.892062', ' -77.019912)']",842,150.75,$145.76 ,WN,0.17903800475059384,3353,842,154.25,$151.04 ,WN,0.18319477434679335,2981,-0.02269043760129652,-0.022690437601296597
741,"New York City, NY (Metropolitan Area)","Omaha, NE","['(40.123164', ' -75.333718)']","['(46.07035', ' -93.666319)']",1188,281.46,$228.80 ,WN,0.2369191919191919,460,1188,270.57,$220.83 ,WN,0.22775252525252523,504,0.04024836456369882,0.04024836456369881
742,"Boston, MA (Metropolitan Area)","Sacramento, CA","['(42.358894', ' -71.056742)']","['(38.582087', ' -121.50012)']",2636,320.52,$271.31 ,B6,0.12159332321699544,323,2636,303.54,$268.58 ,B6,0.1151517450682853,312,0.055939909072939116,0.055939909072939185
743,"Grand Rapids, MI","Las Vegas, NV","['(47.925705', ' -97.036068)']","['(36.169202', ' -115.140597)']",1642,222.76,$142.59 ,G4,0.13566382460414128,243,1642,214.77,$133.58 ,G4,0.13079780755176615,218,0.03720258881594248,0.037202588815942544
744,"Philadelphia, PA","Salt Lake City, UT","['(39.951061', ' -75.16562)']","['(40.758478', ' -111.888142)']",1927,319.55,$300.74 ,AA,0.16582771146860406,338,1927,315.0,$264.49 ,AA,0.1634665282823041,279,0.014444444444444544,0.01444444444444448
745,"Denver, CO","Tampa, FL (Metropolitan Area)","['(39.738453', ' -104.984853)']","['(37.8606', ' -78.804199)']",1506,197.24,$105.36 ,F9,0.1309694555112882,1116,1506,208.69,$120.14 ,F9,0.13857237715803453,1025,-0.0548660692893765,-0.05486606928937653
746,"Cleveland, OH (Metropolitan Area)","Orlando, FL","['(41.505546', ' -81.6915)']","['(28.538331', ' -81.378879)']",895,128.35,$84.68 ,NK,0.14340782122905027,1213,895,134.8,$83.23 ,NK,0.1506145251396648,1162,-0.04784866468842738,-0.047848664688427425
747,"New York City, NY (Metropolitan Area)","Salt Lake City, UT","['(40.123164', ' -75.333718)']","['(40.758478', ' -111.888142)']",2022,299.77,$215.56 ,B6,0.14825420375865478,1309,2022,333.43,$237.13 ,B6,0.16490108803165182,1103,-0.10095072428995598,-0.10095072428995598
748,"Houston, TX","New Orleans, LA","['(29.760803', ' -95.369506)']","['(29.950621', ' -90.074948)']",305,145.0,$145.82 ,WN,0.47540983606557374,1551,305,185.41,$172.46 ,WN,0.6079016393442623,1506,-0.2179494094169679,-0.21794940941696778
749,"Houston, TX","Pittsburgh, PA","['(29.760803', ' -95.369506)']","['(40.442169', ' -79.994945)']",1131,303.3,$243.17 ,WN,0.2681697612732096,551,1131,291.56,$232.67 ,WN,0.257789566755084,592,0.040266154479352445,0.04026615447935248
750,"Kansas City, MO","Los Angeles, CA (Metropolitan Area)","['(39.099792', ' -94.578559)']","['(34.052238', ' -118.243344)']",1363,190.99,$89.53 ,NK,0.14012472487160677,1448,1363,187.86,$95.24 ,NK,0.1378283198826119,1436,0.016661343553710177,0.016661343553710184
751,"Los Angeles, CA (Metropolitan Area)","Salt Lake City, UT","['(34.052238', ' -118.243344)']","['(40.758478', ' -111.888142)']",590,133.57,$105.19 ,B6,0.22638983050847455,3741,590,150.83,$117.99 ,B6,0.2556440677966102,3192,-0.11443346814294257,-0.1144334681429425
752,"Cleveland, OH (Metropolitan Area)","Los Angeles, CA (Metropolitan Area)","['(41.505546', ' -81.6915)']","['(34.052238', ' -118.243344)']",2073,230.79,$110.93 ,NK,0.1113314037626628,1063,2073,232.7,$103.20 ,NK,0.11225277375783888,1086,-0.008207993124194228,-0.008207993124194228
753,"Denver, CO","Nashville, TN","['(39.738453', ' -104.984853)']","['(36.166687', ' -86.779932)']",1014,176.86,$101.41 ,F9,0.1744181459566075,1015,1014,193.69,$112.92 ,F9,0.19101577909270218,940,-0.0868914244411172,-0.08689142444111717
754,"New York City, NY (Metropolitan Area)","Phoenix, AZ","['(40.123164', ' -75.333718)']","['(30.406931', ' -87.217578)']",2189,277.39,$264.66 ,UA,0.1267199634536318,3173,2189,245.86,$238.23 ,UA,0.11231612608497031,3153,0.1282437159358984,0.12824371593589837
755,"Detroit, MI","San Francisco, CA (Metropolitan Area)","['(42.332916', ' -83.047853)']","['(37.78008', ' -122.420168)']",2079,327.07,$255.78 ,WN,0.1573208273208273,1330,2079,337.92,$248.27 ,WN,0.16253968253968254,1210,-0.03210819128787888,-0.032108191287878854
756,"Kansas City, MO","Nashville, TN","['(39.099792', ' -94.578559)']","['(36.166687', ' -86.779932)']",491,212.82,$210.10 ,WN,0.43344195519348266,368,491,192.88,$190.14 ,WN,0.39283095723014255,409,0.10338034010783904,0.10338034010783906
757,"Las Vegas, NV","Miami, FL (Metropolitan Area)","['(36.169202', ' -115.140597)']","['(44.977479', ' -93.264346)']",2174,218.63,$116.97 ,NK,0.10056577736890523,1793,2174,173.24,$85.43 ,NK,0.07968721251149954,1994,0.26200646501962577,0.2620064650196259
758,"Charlotte, NC","Kansas City, MO","['(35.222936', ' -80.840161)']","['(39.099792', ' -94.578559)']",808,254.86,$203.15 ,UA,0.3154207920792079,305,808,266.68,$206.63 ,UA,0.33004950495049507,287,-0.044322783860807,-0.04432278386080693
759,"Austin, TX","Salt Lake City, UT","['(30.264979', ' -97.746598)']","['(40.758478', ' -111.888142)']",1086,254.89,$251.56 ,WN,0.23470534069981583,293,1086,240.95,$217.89 ,WN,0.22186924493554327,262,0.057854326623780844,0.05785432662378086
760,"Dallas/Fort Worth, TX","Reno, NV","['(40.11086', ' -77.035636)']","['(30.177159', ' -95.162771)']",1356,255.84,$241.57 ,WN,0.18867256637168142,234,1356,275.17,$231.87 ,WN,0.20292772861356934,207,-0.07024748337391434,-0.07024748337391434
761,"Columbus, OH","San Francisco, CA (Metropolitan Area)","['(39.962649', ' -82.996216)']","['(37.78008', ' -122.420168)']",2120,280.83,$255.69 ,WN,0.13246698113207547,510,2120,260.74,$237.94 ,WN,0.12299056603773585,559,0.07704993480095113,0.07704993480095104
762,"Las Vegas, NV","Pittsburgh, PA","['(36.169202', ' -115.140597)']","['(40.442169', ' -79.994945)']",1910,192.0,$105.03 ,F9,0.10052356020942409,764,1910,236.18,$236.53 ,F9,0.12365445026178011,614,-0.1870607164027437,-0.1870607164027437
763,"Dallas/Fort Worth, TX","Detroit, MI","['(40.11086', ' -77.035636)']","['(42.332916', ' -83.047853)']",986,186.15,$91.95 ,NK,0.18879310344827588,1466,986,167.99,$150.09 ,NK,0.17037525354969574,1480,0.10810167271861432,0.10810167271861418
764,"Detroit, MI","Washington, DC (Metropolitan Area)","['(42.332916', ' -83.047853)']","['(38.892062', ' -77.019912)']",409,169.86,$130.97 ,WN,0.41530562347188266,2091,409,176.99,$138.86 ,WN,0.4327383863080685,2045,-0.04028476185095206,-0.040284761850952006
765,"Los Angeles, CA (Metropolitan Area)","Tampa, FL (Metropolitan Area)","['(34.052238', ' -118.243344)']","['(37.8606', ' -78.804199)']",2158,327.0,$289.30 ,WN,0.1515291936978684,803,2158,281.83,$258.73 ,WN,0.13059777571825765,945,0.1602739239967357,0.16027392399673568
766,"Cincinnati, OH","Philadelphia, PA","['(39.104427', ' -84.513808)']","['(39.951061', ' -75.16562)']",507,213.48,$200.97 ,DL,0.42106508875739646,411,507,222.73,$219.14 ,DL,0.43930966469428007,379,-0.04153010371301572,-0.04153010371301576
767,"Charlotte, NC","Miami, FL (Metropolitan Area)","['(35.222936', ' -80.840161)']","['(44.977479', ' -93.264346)']",650,253.22,$232.25 ,DL,0.3895692307692308,839,650,270.84,$206.73 ,DL,0.41667692307692306,697,-0.06505686013882728,-0.06505686013882726
768,"Allentown/Bethlehem/Easton, PA","Sanford, FL","['(40.602753', ' -75.469759)']","['(37.78008', ' -122.420168)']",882,91.7,$91.70 ,G4,0.10396825396825397,312,882,90.35,$90.35 ,G4,0.102437641723356,228,0.014941892639734547,0.014941892639734462
769,"Atlanta, GA (Metropolitan Area)","Omaha, NE","['(33.748547', ' -84.391502)']","['(46.07035', ' -93.666319)']",821,241.68,$216.46 ,WN,0.2943727161997564,274,821,259.65,$194.33 ,WN,0.31626065773447015,288,-0.06920854997111489,-0.06920854997111485
770,"Kansas City, MO","New Orleans, LA","['(39.099792', ' -94.578559)']","['(29.950621', ' -90.074948)']",689,209.38,$201.95 ,WN,0.3038896952104499,269,689,203.66,$200.91 ,WN,0.2955878084179971,261,0.028086025729156357,0.028086025729156434
771,"Las Vegas, NV","Sacramento, CA","['(36.169202', ' -115.140597)']","['(38.582087', ' -121.50012)']",397,182.95,$159.67 ,B6,0.4608312342569269,936,397,180.69,$141.98 ,B6,0.45513853904282114,919,0.012507609718301988,0.012507609718302014
772,"Detroit, MI","Miami, FL (Metropolitan Area)","['(42.332916', ' -83.047853)']","['(44.977479', ' -93.264346)']",1145,156.43,$99.35 ,NK,0.13662008733624456,2425,1145,150.31,$111.00 ,NK,0.1312751091703057,2132,0.040715853901936064,0.04071585390193603
773,"Philadelphia, PA","St. Louis, MO","['(39.951061', ' -75.16562)']","['(38.630276', ' -90.200309)']",814,280.22,$258.41 ,WN,0.34425061425061426,526,814,246.44,$227.54 ,WN,0.30275184275184275,549,0.1370719039117027,0.13707190391170276
774,"Detroit, MI","Philadelphia, PA","['(42.332916', ' -83.047853)']","['(39.951061', ' -75.16562)']",453,166.83,$161.82 ,AA,0.36827814569536427,859,453,254.54,$263.25 ,AA,0.5618984547461369,610,-0.34458238390822654,-0.34458238390822654
775,"Charlotte, NC","New Orleans, LA","['(35.222936', ' -80.840161)']","['(29.950621', ' -90.074948)']",651,254.45,$205.52 ,DL,0.39086021505376345,302,651,239.56,$208.25 ,DL,0.36798771121351764,281,0.06215561863416272,0.06215561863416257
776,"Los Angeles, CA (Metropolitan Area)","Reno, NV","['(34.052238', ' -118.243344)']","['(30.177159', ' -95.162771)']",415,132.63,$94.60 ,B6,0.3195903614457831,1166,415,169.12,$138.46 ,B6,0.40751807228915665,870,-0.21576395458845798,-0.21576395458845796
777,"New York City, NY (Metropolitan Area)","Oklahoma City, OK","['(40.123164', ' -75.333718)']","['(35.468494', ' -97.521264)']",1381,297.08,$245.79 ,WN,0.21511947863866762,289,1381,271.54,$215.21 ,WN,0.19662563359884144,347,0.0940561243279073,0.09405612432790735
778,"Chicago, IL","Tulsa, OK","['(41.775002', ' -87.696388)']","['(61.096484', ' -160.967455)']",585,270.35,$256.80 ,WN,0.46213675213675215,204,585,270.42,$249.01 ,WN,0.4622564102564103,262,-0.0002588565934472725,-0.00025885659344720497
779,"Denver, CO","Jacksonville, FL","['(39.738453', ' -104.984853)']","['(30.325968', ' -81.65676)']",1447,270.83,$255.39 ,WN,0.18716655148583275,285,1447,251.75,$242.03 ,WN,0.17398064961990325,288,0.07578947368421043,0.07578947368421046
780,"Dallas/Fort Worth, TX","Minneapolis/St. Paul, MN","['(40.11086', ' -77.035636)']","['(44.977479', ' -93.264346)']",853,182.05,$105.13 ,SY,0.21342321219226262,1630,853,171.98,$96.45 ,SY,0.20161781946072682,1478,0.058553320153506457,0.05855332015350635
781,"Chicago, IL","Louisville, KY","['(41.775002', ' -87.696388)']","['(38.256078', ' -85.751569)']",286,195.91,$180.18 ,WN,0.6849999999999999,427,286,183.33,$167.00 ,WN,0.6410139860139861,444,0.06861942944417153,0.06861942944417163
782,"Dallas/Fort Worth, TX","Little Rock, AR","['(40.11086', ' -77.035636)']","['(34.748745', ' -92.275105)']",304,180.22,$168.08 ,WN,0.5928289473684211,352,304,171.15,$162.34 ,WN,0.5629934210526316,345,0.052994449313467674,0.052994449313467674
783,"Cincinnati, OH","Fort Myers, FL","['(39.104427', ' -84.513808)']","['(40.253979', ' -103.801495)']",879,152.48,$90.43 ,F9,0.17346985210466437,332,879,157.91,$94.30 ,F9,0.17964732650739476,239,-0.03438667595465782,-0.03438667595465776
784,"Philadelphia, PA","Phoenix, AZ","['(39.951061', ' -75.16562)']","['(30.406931', ' -87.217578)']",2075,305.32,$284.57 ,WN,0.1471421686746988,966,2075,296.95,$275.75 ,WN,0.14310843373493976,892,0.028186563394510828,0.028186563394510877
785,"Boise, ID","Portland, OR","['(43.597772', ' -83.884521)']","['(45.516018', ' -122.681425)']",344,143.25,$142.88 ,AS,0.4164244186046512,531,344,135.43,$135.36 ,AS,0.3936918604651163,553,0.05774200694085509,0.057742006940855004
786,"Nashville, TN","Sacramento, CA","['(36.166687', ' -86.779932)']","['(38.582087', ' -121.50012)']",1917,303.55,$286.72 ,WN,0.15834637454355766,194,1917,278.17,$265.15 ,WN,0.14510693792383933,195,0.09123917029154845,0.09123917029154831
787,"Nashville, TN","Raleigh/Durham, NC","['(36.166687', ' -86.779932)']","['(42.673348', ' -72.179683)']",442,206.73,$193.15 ,DL,0.4677149321266968,472,442,199.07,$196.14 ,DL,0.4503846153846154,488,0.0384789270105992,0.03847892701059927
788,"Norfolk, VA (Metropolitan Area)","San Diego, CA","['(36.846164', ' -76.285913)']","['(32.71576', ' -117.163817)']",2330,328.18,$301.06 ,WN,0.14084978540772533,320,2330,334.68,$304.00 ,WN,0.1436394849785408,321,-0.019421536990558187,-0.019421536990558146
789,"New Orleans, LA","New York City, NY (Metropolitan Area)","['(29.950621', ' -90.074948)']","['(40.123164', ' -75.333718)']",1218,254.89,$234.46 ,B6,0.20926929392446633,2345,1218,252.45,$210.09 ,B6,0.20726600985221674,2378,0.009665280253515547,0.009665280253515538
790,"Albuquerque, NM","Los Angeles, CA (Metropolitan Area)","['(35.084248', ' -106.649241)']","['(34.052238', ' -118.243344)']",677,175.75,$172.46 ,WN,0.25960118168389956,957,677,185.51,$181.11 ,WN,0.2740177252584933,932,-0.05261171904479532,-0.052611719044795384
791,"Grand Rapids, MI","Los Angeles, CA (Metropolitan Area)","['(47.925705', ' -97.036068)']","['(34.052238', ' -118.243344)']",1874,309.35,$252.33 ,WN,0.16507470651013875,246,1874,316.67,$261.91 ,WN,0.16898078975453576,223,-0.02311554615214574,-0.023115546152145745
792,"Las Vegas, NV","Memphis, TN","['(36.169202', ' -115.140597)']","['(35.143378', ' -90.052136)']",1416,217.18,$120.46 ,G4,0.15337570621468927,305,1416,221.58,$118.80 ,G4,0.15648305084745764,293,-0.01985738785088917,-0.019857387850889092
793,"Denver, CO","Indianapolis, IN","['(39.738453', ' -104.984853)']","['(39.76845', ' -86.156212)']",977,176.08,$92.40 ,F9,0.18022517911975436,911,977,185.15,$102.87 ,F9,0.18950870010235416,896,-0.04898730758844181,-0.04898730758844177
794,"Denver, CO","Seattle, WA","['(39.738453', ' -104.984853)']","['(47.603229', ' -122.33028)']",1024,160.24,$91.00 ,F9,0.156484375,2330,1024,160.91,$97.71 ,F9,0.157138671875,2222,-0.004163818283512445,-0.004163818283512445
795,"Lexington, KY","Sanford, FL","['(34.052238', ' -118.243344)']","['(37.78008', ' -122.420168)']",667,88.36,$88.36 ,G4,0.13247376311844078,223,667,88.53,$88.53 ,G4,0.13272863568215892,198,-0.0019202530215746366,-0.0019202530215746267
796,"Boston, MA (Metropolitan Area)","New York City, NY (Metropolitan Area)","['(42.358894', ' -71.056742)']","['(40.123164', ' -75.333718)']",209,170.0,$137.54 ,B6,0.8133971291866029,4722,209,209.56,$162.91 ,B6,1.0026794258373206,4142,-0.18877648406184386,-0.18877648406184389
797,"San Francisco, CA (Metropolitan Area)","St. Louis, MO","['(37.78008', ' -122.420168)']","['(38.630276', ' -90.200309)']",1735,272.27,$261.27 ,WN,0.1569279538904899,810,1735,260.14,$244.07 ,WN,0.1499365994236311,845,0.046628738371646154,0.04662873837164602
798,"Charlotte, NC","Cleveland, OH (Metropolitan Area)","['(35.222936', ' -80.840161)']","['(41.505546', ' -81.6915)']",430,216.99,$73.96 ,F9,0.5046279069767442,479,430,256.37,$200.21 ,F9,0.5962093023255814,391,-0.1536061161602372,-0.15360611616023714
799,"Chicago, IL","Detroit, MI","['(41.775002', ' -87.696388)']","['(42.332916', ' -83.047853)']",235,180.06,$162.84 ,WN,0.7662127659574468,1400,235,165.51,$142.09 ,WN,0.7042978723404255,1447,0.08791009606670294,0.087910096066703
800,"Charleston, SC","Chicago, IL","['(32.77647', ' -79.931027)']","['(41.775002', ' -87.696388)']",760,230.32,$208.01 ,WN,0.30305263157894735,550,760,216.33,$195.80 ,WN,0.2846447368421053,550,0.06466971756113332,0.06466971756113336
801,"Miami, FL (Metropolitan Area)","San Francisco, CA (Metropolitan Area)","['(44.977479', ' -93.264346)']","['(37.78008', ' -122.420168)']",2585,277.56,$263.95 ,UA,0.10737330754352031,2129,2585,279.12,$230.40 ,UA,0.10797678916827853,2025,-0.005588993981083403,-0.005588993981083413
802,"Atlanta, GA (Metropolitan Area)","Kansas City, MO","['(33.748547', ' -84.391502)']","['(39.099792', ' -94.578559)']",692,168.57,$162.50 ,WN,0.24359826589595374,935,692,180.34,$161.11 ,WN,0.260606936416185,922,-0.06526560940445839,-0.0652656094044583
803,"Albuquerque, NM","Houston, TX","['(35.084248', ' -106.649241)']","['(29.760803', ' -95.369506)']",759,261.94,$252.20 ,WN,0.3451119894598155,294,759,257.37,$251.55 ,WN,0.3390909090909091,312,0.017756537280957264,0.01775653728095735
804,"Grand Rapids, MI","Washington, DC (Metropolitan Area)","['(47.925705', ' -97.036068)']","['(38.892062', ' -77.019912)']",528,191.47,$161.50 ,WN,0.36263257575757574,195,528,192.58,$153.78 ,WN,0.3647348484848485,230,-0.005763838404818861,-0.005763838404818847
805,"Fort Myers, FL","Milwaukee, WI","['(40.253979', ' -103.801495)']","['(43.041072', ' -87.909421)']",1183,205.17,$195.46 ,DL,0.17343195266272188,392,1183,191.76,$188.62 ,DL,0.16209636517328824,346,0.06993116395494367,0.06993116395494367
806,"Houston, TX","San Francisco, CA (Metropolitan Area)","['(29.760803', ' -95.369506)']","['(37.78008', ' -122.420168)']",1649,281.98,$89.19 ,NK,0.17100060642813827,2119,1649,296.91,$112.42 ,NK,0.18005457853244392,1950,-0.05028459802633795,-0.050284598026337966
807,"Atlantic City, NJ","Miami, FL (Metropolitan Area)","['(33.748547', ' -84.391502)']","['(44.977479', ' -93.264346)']",977,89.58,$89.58 ,NK,0.09168884339815762,386,977,98.35,$98.35 ,NK,0.10066530194472875,357,-0.08917132689374675,-0.0891713268937468
808,"Austin, TX","St. Louis, MO","['(30.264979', ' -97.746598)']","['(38.630276', ' -90.200309)']",721,237.31,$229.80 ,WN,0.3291400832177531,299,721,223.6,$219.83 ,WN,0.310124826629681,300,0.061314847942754935,0.061314847942754956
809,"Cleveland, OH (Metropolitan Area)","Portland, OR","['(41.505546', ' -81.6915)']","['(45.516018', ' -122.681425)']",2078,221.65,$92.98 ,F9,0.106665062560154,201,2078,221.02,$109.86 ,F9,0.10636188642925891,192,0.0028504207764002993,0.002850420776400305
810,"Los Angeles, CA (Metropolitan Area)","New York City, NY (Metropolitan Area)","['(34.052238', ' -118.243344)']","['(40.123164', ' -75.333718)']",2510,392.03,$322.41 ,VX,0.15618725099601594,13382,2510,351.44,$293.44 ,VX,0.14001593625498007,13682,0.11549624402458462,0.1154962440245845
